gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_FOU.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_jnQ.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_MEP.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_pWR.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_RFk.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_TYx.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_UUJ.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_wnm.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2010_27_17_200_20_4_77_56_169_21_FWD_5_4_4dr_WSt.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_Gpf.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_hqv.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_LGR.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_nZw.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_pJU.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_qjV.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_Rcj.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_sBV.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_Von.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_yPW.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2011_27_17_200_20_4_77_56_168_21_FWD_5_4_4dr_yRn.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2012_27_17_200_20_4_78_56_169_21_FWD_5_4_4dr_DTX.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2012_27_17_200_20_4_78_56_169_21_FWD_5_4_4dr_FFR.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2012_27_17_200_20_4_78_56_169_21_FWD_5_4_4dr_onx.jpg,Audi,4dr
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_bJL.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_boK.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_cDI.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_FAV.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_isY.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_jRy.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_mKq.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_QWP.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_ROB.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_TAs.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_Tav.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_Txl.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_vud.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_WKR.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_wQz.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_XGs.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_yKw.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2015_35_17_170_18_4_nan_55_175_24_FWD_4_2_Convertible_YxB.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2016_36_17_170_18_4_70_55_175_24_FWD_4_2_Convertible_fGk.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2016_36_17_170_18_4_70_55_175_24_FWD_4_2_Convertible_nGS.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2016_36_17_170_18_4_70_55_175_24_FWD_4_2_Convertible_sdY.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2016_36_17_170_18_4_70_55_175_24_FWD_4_2_Convertible_wkF.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2016_36_17_170_18_4_70_55_175_24_FWD_4_2_Convertible_yRn.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2016_36_17_170_18_4_70_55_175_24_FWD_4_2_Convertible_zlf.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_acX.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_AsH.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_aZJ.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_BRp.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_cSO.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_fSv.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_Gba.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_gEU.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_GIe.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_GLQ.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_hCQ.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_hGR.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_IiB.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_kyY.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_PWo.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_QaO.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_rTq.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_SlF.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_sOc.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_uIq.jpg,Audi,Convertible
gs://cars_raw/Audi_A3_2017_37_17_180_20_4_70_55_174_25_FWD_4_2_Convertible_VIF.jpg,Audi,Convertible
